,uf,city,estimated_population
2558,MG,Governador Valadares,279885
2559,MG,Grão Mogol,15836
2560,MG,Grupiara,1388
2561,MG,Guanhães,34319
2562,MG,Guapé,14245
2563,MG,Guaraciaba,10324
2564,MG,Guaraciama,4972
2565,MG,Guaranésia,19021
2566,MG,Guarani,8911
2567,MG,Guarará,3796
2568,MG,Guarda-Mor,6580
2569,MG,Guaxupé,51917
2570,MG,Guidoval,7078
2571,MG,Guimarânia,8039
2572,MG,Guiricema,8392
2573,MG,Gurinhatã,5639
2574,MG,Heliodora,6558
2575,MG,Iapu,11004
2576,MG,Ibertioga,5021
2577,MG,Ibiá,25199
2578,MG,Ibiaí,8395
2579,MG,Ibiracatu,5400
2580,MG,Ibiraci,13828
2581,MG,Ibirité,180204
2582,MG,Ibitiúra de Minas,3488
2583,MG,Ibituruna,2989
2584,MG,Icaraí de Minas,11990
2585,MG,Igarapé,43045
2586,MG,Igaratinga,10860
2587,MG,Iguatama,7947
2588,MG,Ijaci,6550
2589,MG,Ilicínea,12375
2590,MG,Imbé de Minas,6903
2591,MG,Inconfidentes,7328
2592,MG,Indaiabira,7351
2593,MG,Indianópolis,6891
2594,MG,Ingaí,2767
2595,MG,Inhapim,24140
2596,MG,Inhaúma,6271
2597,MG,Inimutaba,7515
2598,MG,Ipaba,18607
2599,MG,Ipanema,19861
2600,MG,Ipatinga,263410
2601,MG,Ipiaçu,4221
2602,MG,Ipuiúna,10079
2603,MG,Iraí de Minas,6987
2604,MG,Itabira,120060
2605,MG,Itabirinha,11512
2606,MG,Itabirito,51875
2607,MG,Itacambira,5385
2608,MG,Itacarambi,18153
2609,MG,Itaguara,13358
2610,MG,Itaipé,12760
2611,MG,Itajubá,96869
2612,MG,Itamarandiba,34735
2613,MG,Itamarati de Minas,4355
2614,MG,Itambacuri,23211
2615,MG,Itambé do Mato Dentro,2081
2616,MG,Itamogi,10192
2617,MG,Itamonte,15579
2618,MG,Itanhandu,15331
2619,MG,Itanhomi,12228
2620,MG,Itaobim,21062
2621,MG,Itapagipe,15243
2622,MG,Itapecerica,21762
2623,MG,Itapeva,9783
2624,MG,Itatiaiuçu,11146
2625,MG,Itaú de Minas,16108
2626,MG,Itaúna,93214
2627,MG,Itaverava,5419
2628,MG,Itinga,14990
2629,MG,Itueta,6051
2630,MG,Ituiutaba,104671
2631,MG,Itumirim,6023
2632,MG,Iturama,39263
2633,MG,Itutinga,3788
2634,MG,Jaboticatubas,20143
2635,MG,Jacinto,12326
2636,MG,Jacuí,7686
2637,MG,Jacutinga,25979
2638,MG,Jaguaraçu,3133
2639,MG,Jaíba,38909
2640,MG,Jampruca,5404
2641,MG,Janaúba,71648
2642,MG,Januária,67742
2643,MG,Japaraíba,4350
2644,MG,Japonvar,8134
2645,MG,Jeceaba,4912
2646,MG,Jenipapo de Minas,7692
2647,MG,Jequeri,12386
2648,MG,Jequitaí,7531
2649,MG,Jequitibá,5211
2650,MG,Jequitinhonha,25391
2651,MG,Jesuânia,4787
2652,MG,Joaíma,15432
2653,MG,Joanésia,4573
2654,MG,João Monlevade,79910
2655,MG,João Pinheiro,47452
2656,MG,Joaquim Felício,4695
2657,MG,Jordânia,10812
2658,MG,José Gonçalves de Minas,4501
2659,MG,José Raydan,4995
2660,MG,Josenópolis,4867
2661,MG,Nova União,5725
2662,MG,Juatuba,26946
2663,MG,Juiz de Fora,568873
2664,MG,Juramento,4331
2665,MG,Juruaia,10563
2666,MG,Juvenília,5724
2667,MG,Ladainha,18111
2668,MG,Lagamar,7613
2669,MG,Lagoa da Prata,52165
2670,MG,Lagoa dos Patos,4102
2671,MG,Lagoa Dourada,13009
2672,MG,Lagoa Formosa,18052
2673,MG,Lagoa Grande,9532
2674,MG,Lagoa Santa,64527
2675,MG,Lajinha,19923
2676,MG,Lambari,20814
2677,MG,Lamim,3391
2678,MG,Laranjal,6810
2679,MG,Lassance,6512
2680,MG,Lavras,103773
2681,MG,Leandro Ferreira,3229
2682,MG,Leme do Prado,4918
2683,MG,Leopoldina,52587
2684,MG,Liberdade,5069
2685,MG,Lima Duarte,16698
2686,MG,Limeira do Oeste,7536
2687,MG,Lontra,9496
2688,MG,Luisburgo,6266
2689,MG,Luislândia,6699
2690,MG,Luminárias,5446
2691,MG,Luz,18215
2692,MG,Machacalis,7111
2693,MG,Machado,42133
2694,MG,Madre de Deus de Minas,5098
2695,MG,Malacacheta,18650
2696,MG,Mamonas,6543
2697,MG,Manga,18407
2698,MG,Manhuaçu,90229
2699,MG,Manhumirim,22707
2700,MG,Mantena,27644
2701,MG,Maravilhas,7976
2702,MG,Mar de Espanha,12814
2703,MG,Maria da Fé,14095
2704,MG,Mariana,60724
2705,MG,Marilac,4115
2706,MG,Mário Campos,15416
2707,MG,Maripá de Minas,2973
2708,MG,Marliéria,4039
2709,MG,Marmelópolis,2755
2710,MG,Martinho Campos,13388
2711,MG,Martins Soares,8417
2712,MG,Mata Verde,8586
2713,MG,Materlândia,4459
2714,MG,Mateus Leme,31086
2715,MG,Matias Barbosa,14468
2716,MG,Matias Cardoso,11157
2717,MG,Matipó,18908
2718,MG,Mato Verde,12459
2719,MG,Matozinhos,37820
2720,MG,Matutina,3749
2721,MG,Medeiros,3802
2722,MG,Medina,20820
2723,MG,Mendes Pimentel,6446
2724,MG,Mercês,10739
2725,MG,Mesquita,5605
2726,MG,Minas Novas,31484
2727,MG,Minduri,3894
2728,MG,Mirabela,13589
2729,MG,Miradouro,10754
2730,MG,Miraí,15014
2731,MG,Miravânia,4888
2732,MG,Moeda,4919
2733,MG,Moema,7517
2734,MG,Monjolos,2220
2735,MG,Monsenhor Paulo,8688
2736,MG,Montalvânia,14877
2737,MG,Monte Alegre de Minas,21120
2738,MG,Monte Azul,20854
2739,MG,Monte Belo,13166
2740,MG,Monte Carmelo,47809
2741,MG,Monte Formoso,4906
2742,MG,Monte Santo de Minas,21524
2743,MG,Montes Claros,409341
2744,MG,Monte Sião,23803
2745,MG,Montezuma,8249
2746,MG,Morada Nova de Minas,8863
2747,MG,Morro da Garça,2462
2748,MG,Morro do Pilar,3182
2749,MG,Munhoz,6029
2750,MG,Muriaé,108763
2751,MG,Mutum,26979
2752,MG,Muzambinho,20569
2753,MG,Nacip Raydan,3220
2754,MG,Nanuque,40750
2755,MG,Naque,6996
2756,MG,Natalândia,3311
2757,MG,Natércia,4730
2758,MG,Nazareno,8608
2759,MG,Nepomuceno,26769
2760,MG,Ninheira,10295
2761,MG,Nova Belém,3190
2762,MG,Nova Era,17578
2763,MG,Nova Lima,94889
2764,MG,Nova Módica,3600
2765,MG,Nova Ponte,15545
2766,MG,Nova Porteirinha,7500
2767,MG,Nova Resende,16723
2768,MG,Nova Serrana,102693
2769,MG,Novo Cruzeiro,31331
2770,MG,Novo Oriente de Minas,10755
2771,MG,Novorizonte,5299
2772,MG,Olaria,1747
2773,MG,Olhos-d'Água,6096
2774,MG,Olímpio Noronha,2787
2775,MG,Oliveira,41687
2776,MG,Oliveira Fortes,2133
2777,MG,Onça de Pitangui,3148
2778,MG,Oratórios,4655
2779,MG,Orizânia,8018
2780,MG,Ouro Branco,39500
2781,MG,Ouro Fino,33639
2782,MG,Ouro Preto,74281
2783,MG,Ouro Verde de Minas,5934
2784,MG,Padre Carvalho,6378
2785,MG,Padre Paraíso,20154
2786,MG,Paineiras,4486
2787,MG,Pains,8283
2788,MG,Pai Pedro,6089
2789,MG,Paiva,1529
2790,MG,Palma,6616
2791,MG,Palmópolis,5507
2792,MG,Papagaios,15674
2793,MG,Paracatu,93158
2794,MG,Pará de Minas,93969
2795,MG,Paraguaçu,21513
2796,MG,Paraisópolis,21083
2797,MG,Paraopeba,24540
2798,MG,Passabém,1649
2799,MG,Passa Quatro,16344
2800,MG,Passa Tempo,8084
2801,MG,Passa-Vinte,2039
2802,MG,Passos,114679
2803,MG,Patis,5972
2804,MG,Patos de Minas,152488
2805,MG,Patrocínio,90757
2806,MG,Patrocínio do Muriaé,5684
2807,MG,Paula Cândido,9571
2808,MG,Paulistas,4830
2809,MG,Pavão,8450
2810,MG,Peçanha,17541
2811,MG,Pedra Azul,24324
2812,MG,Pedra Bonita,7097
2813,MG,Pedra do Anta,3052
2814,MG,Pedra do Indaiá,3972
2815,MG,Pedra Dourada,2504
2816,MG,Pedralva,11195
2817,MG,Pedras de Maria da Cruz,12107
2818,MG,Pedrinópolis,3635
2819,MG,Pedro Leopoldo,64258
2820,MG,Pedro Teixeira,1807
2821,MG,Pequeri,3320
2822,MG,Pequi,4406
2823,MG,Perdigão,11506
2824,MG,Perdizes,16168
2825,MG,Perdões,21390
2826,MG,Periquito,6810
2827,MG,Pescador,4252
2828,MG,Piau,2748
2829,MG,Piedade de Caratinga,8566
2830,MG,Piedade de Ponte Nova,4140
2831,MG,Piedade do Rio Grande,4497
2832,MG,Piedade dos Gerais,4982
2833,MG,Pimenta,8660
2834,MG,Pingo-d'Água,4941
2835,MG,Pintópolis,7507
2836,MG,Piracema,6409
2837,MG,Pirajuba,6199
2838,MG,Piranga,17626
2839,MG,Piranguçu,5472
2840,MG,Piranguinho,8596
2841,MG,Pirapetinga,10752
2842,MG,Pirapora,56428
2843,MG,Piraúba,10787
2844,MG,Pitangui,27989
2845,MG,Piumhi,34691
2846,MG,Planura,12133
2847,MG,Poço Fundo,16791
2848,MG,Poços de Caldas,167397
2849,MG,Pocrane,8432
2850,MG,Pompéu,31812
2851,MG,Ponte Nova,59742
2852,MG,Ponto Chique,4261
2853,MG,Ponto dos Volantes,12121
2854,MG,Porteirinha,37906
2855,MG,Porto Firme,11279
2856,MG,Poté,16555
2857,MG,Pouso Alegre,150737
2858,MG,Pouso Alto,5940
2859,MG,Prados,9031
2860,MG,Prata,27856
2861,MG,Pratápolis,8603
2862,MG,Pratinha,3603
2863,MG,Presidente Bernardes,5369
2864,MG,Presidente Juscelino,3641
2865,MG,Presidente Kubitschek,3002
2866,MG,Presidente Olegário,19573
2867,MG,Alto Jequitibá,8317
2868,MG,Prudente de Morais,10733
2869,MG,Quartel Geral,3563
2870,MG,Queluzito,1939
2871,MG,Raposos,16354
2872,MG,Raul Soares,23762
2873,MG,Recreio,10517
2874,MG,Reduto,7154
2875,MG,Resende Costa,11500
2876,MG,Resplendor,17397
2877,MG,Ressaquinha,4808
2878,MG,Riachinho,8136
2879,MG,Riacho dos Machados,9481
2880,MG,Ribeirão das Neves,334858
2881,MG,Ribeirão Vermelho,4033
2882,MG,Rio Acima,10312
2883,MG,Rio Casca,13564
2884,MG,Rio Doce,2610
2885,MG,Rio do Prado,5150
2886,MG,Rio Espera,5474
2887,MG,Rio Manso,5832
2888,MG,Rio Novo,8949
2889,MG,Rio Paranaíba,12313
2890,MG,Rio Pardo de Minas,30914
2891,MG,Rio Piracicaba,14339
2892,MG,Rio Pomba,17910
2893,MG,Rio Preto,5476
2894,MG,Rio Vermelho,12846
2895,MG,Ritápolis,4604
2896,MG,Rochedo de Minas,2305
2897,MG,Rodeiro,8109
2898,MG,Romaria,3533
2899,MG,Rosário da Limeira,4594
2900,MG,Rubelita,5995
2901,MG,Rubim,10241
2902,MG,Sabará,136344
2903,MG,Sabinópolis,15470
2904,MG,Sacramento,26185
2905,MG,Salinas,41527
2906,MG,Salto da Divisa,7009
2907,MG,Santa Bárbara,31324
2908,MG,Santa Bárbara do Leste,8147
2909,MG,Santa Bárbara do Monte Verde,3150
2910,MG,Santa Bárbara do Tugúrio,4430
2911,MG,Santa Cruz de Minas,8604
2912,MG,Santa Cruz de Salinas,4142
2913,MG,Santa Cruz do Escalvado,4758
2914,MG,Santa Efigênia de Minas,4409
2915,MG,Santa Fé de Minas,3846
2916,MG,Santa Helena de Minas,6366
2917,MG,Santa Juliana,14003
2918,MG,Santa Luzia,219134
2919,MG,Santa Margarida,16208
2920,MG,Santa Maria de Itabira,10847
2921,MG,Santa Maria do Salto,5232
2922,MG,Santa Maria do Suaçuí,14615
2923,MG,Santana da Vargem,7100
2924,MG,Santana de Cataguases,3872
2925,MG,Santana de Pirapama,7642
2926,MG,Santana do Deserto,3976
2927,MG,Santana do Garambéu,2458
2928,MG,Santana do Jacaré,4821
2929,MG,Santana do Manhuaçu,8674
2930,MG,Santana do Paraíso,34663
2931,MG,Santana do Riacho,4295
2932,MG,Santana dos Montes,3777
2933,MG,Santa Rita de Caldas,8949
2934,MG,Santa Rita de Jacutinga,4884
2935,MG,Santa Rita de Minas,7212
2936,MG,Santa Rita de Ibitipoca,3425
2937,MG,Santa Rita do Itueto,5489
2938,MG,Santa Rita do Sapucaí,43260
2939,MG,Santa Rosa da Serra,3350
2940,MG,Santa Vitória,19742
2941,MG,Santo Antônio do Amparo,18525
2942,MG,Santo Antônio do Aventureiro,3602
2943,MG,Santo Antônio do Grama,3911
2944,MG,Santo Antônio do Itambé,3838
2945,MG,Santo Antônio do Jacinto,11640
2946,MG,Santo Antônio do Monte,28243
2947,MG,Santo Antônio do Retiro,7277
2948,MG,Santo Antônio do Rio Abaixo,1765
2949,MG,Santo Hipólito,3087
2950,MG,Santos Dumont,46487
2951,MG,São Bento Abade,5286
2952,MG,São Brás do Suaçuí,3738
2953,MG,São Domingos das Dores,5644
2954,MG,São Domingos do Prata,17359
2955,MG,São Félix de Minas,3369
2956,MG,São Francisco,56323
2957,MG,São Francisco de Paula,6527
2958,MG,São Francisco de Sales,6238
2959,MG,São Francisco do Glória,4844
2960,MG,São Geraldo,12366
2961,MG,São Geraldo da Piedade,3962
2962,MG,São Geraldo do Baixio,4012
2963,MG,São Gonçalo do Abaeté,8389
2964,MG,São Gonçalo do Pará,12411
2965,MG,São Gonçalo do Rio Abaixo,10920
2966,MG,São Gonçalo do Sapucaí,25449
2967,MG,São Gotardo,35469
2968,MG,São João Batista do Glória,7453
2969,MG,São João da Lagoa,4915
2970,MG,São João da Mata,2749
2971,MG,São João da Ponte,25165
2972,MG,São João das Missões,13014
2973,MG,São João del Rei,90082
2974,MG,São João do Manhuaçu,11559
2975,MG,São João do Manteninha,5859
2976,MG,São João do Oriente,7498
2977,MG,São João do Pacuí,4419
2978,MG,São João do Paraíso,23618
2979,MG,São João Evangelista,15774
2980,MG,São João Nepomuceno,26361
2981,MG,São Joaquim de Bicas,31578
2982,MG,São José da Barra,7426
2983,MG,São José da Lapa,23766
2984,MG,São José da Safira,4268
2985,MG,São José da Varginha,5004
2986,MG,São José do Alegre,4196
2987,MG,São José do Divino,3860
2988,MG,São José do Goiabal,5420
2989,MG,São José do Jacuri,6453
2990,MG,São José do Mantimento,2791
2991,MG,São Lourenço,45851
2992,MG,São Miguel do Anta,6938
2993,MG,São Pedro da União,4659
2994,MG,São Pedro dos Ferros,7781
2995,MG,São Pedro do Suaçuí,5246
2996,MG,São Romão,12337
2997,MG,São Roque de Minas,7051
2998,MG,São Sebastião da Bela Vista,5504
2999,MG,São Sebastião da Vargem Alegre,3007
3000,MG,São Sebastião do Anta,6555
3001,MG,São Sebastião do Maranhão,10044
3002,MG,São Sebastião do Oeste,6775
3003,MG,São Sebastião do Paraíso,70956
3004,MG,São Sebastião do Rio Preto,1506
3005,MG,São Sebastião do Rio Verde,2241
3006,MG,São Tiago,10941
3007,MG,São Tomás de Aquino,7021
3008,MG,São Thomé das Letras,7089
3009,MG,São Vicente de Minas,7753
3010,MG,Sapucaí-Mirim,6930
3011,MG,Sardoá,6300
3012,MG,Sarzedo,32752
3013,MG,Setubinha,12258
3014,MG,Sem-Peixe,2633
3015,MG,Senador Amaral,5356
3016,MG,Senador Cortes,2005
3017,MG,Senador Firmino,7812
3018,MG,Senador José Bento,1502
3019,MG,Senador Modestino Gonçalves,4156
3020,MG,Senhora de Oliveira,5786
3021,MG,Senhora do Porto,3523
3022,MG,Senhora dos Remédios,10459
3023,MG,Sericita,7326
3024,MG,Seritinga,1851
3025,MG,Serra Azul de Minas,4293
3026,MG,Serra da Saudade,781
3027,MG,Serra dos Aimorés,8699
3028,MG,Serra do Salitre,11582
3029,MG,Serrania,7669
3030,MG,Serranópolis de Minas,4781
3031,MG,Serranos,1963
3032,MG,Serro,20966
3033,MG,Sete Lagoas,239639
3034,MG,Silveirânia,2261
3035,MG,Silvianópolis,6238
3036,MG,Simão Pereira,2615
3037,MG,Simonésia,19633
3038,MG,Sobrália,5553
3039,MG,Soledade de Minas,6151
3040,MG,Tabuleiro,3750
3041,MG,Taiobeiras,34132
3042,MG,Taparuba,3110
3043,MG,Tapira,4773
3044,MG,Tapiraí,1875
3045,MG,Taquaraçu de Minas,4077
3046,MG,Tarumirim,14326
3047,MG,Teixeiras,11661
3048,MG,Teófilo Otoni,140592
3049,MG,Timóteo,89842
3050,MG,Tiradentes,7981
3051,MG,Tiros,6480
3052,MG,Tocantins,16659
3053,MG,Tocos do Moji,4101
3054,MG,Toledo,6258
3055,MG,Tombos,8022
3056,MG,Três Corações,79482
3057,MG,Três Marias,32356
3058,MG,Três Pontas,56746
3059,MG,Tumiritinga,6732
3060,MG,Tupaciguara,25327
3061,MG,Turmalina,19964
3062,MG,Turvolândia,5040
3063,MG,Ubá,115552
3064,MG,Ubaí,12533
3065,MG,Ubaporanga,12471
3066,MG,Uberaba,333783
3067,MG,Uberlândia,691305
3068,MG,Umburatiba,2611
3069,MG,Unaí,84378
3070,MG,União de Minas,4304
3071,MG,Uruana de Minas,3264
3072,MG,Urucânia,10358
3073,MG,Urucuia,16865
3074,MG,Vargem Alegre,6480
3075,MG,Vargem Bonita,2153
3076,MG,Vargem Grande do Rio Pardo,5007
3077,MG,Varginha,135558
3078,MG,Varjão de Minas,7036
3079,MG,Várzea da Palma,39493
3080,MG,Varzelândia,19320
3081,MG,Vazante,20590
3082,MG,Verdelândia,9355
3083,MG,Veredinha,5720
3084,MG,Veríssimo,3999
3085,MG,Vermelho Novo,4839
3086,MG,Vespasiano,127601
3087,MG,Viçosa,78846
3088,MG,Vieiras,3608
3089,MG,Mathias Lobato,3203
3090,MG,Virgem da Lapa,13752
3091,MG,Virgínia,8674
3092,MG,Virginópolis,10510
3093,MG,Virgolândia,5380
3094,MG,Visconde do Rio Branco,42564
3095,MG,Volta Grande,5252
3096,MG,Wenceslau Braz,2552
3097,ES,Afonso Cláudio,30586
3098,ES,Águia Branca,9642
3099,ES,Água Doce do Norte,11019
3100,ES,Alegre,30084
3101,ES,Alfredo Chaves,14601
3102,ES,Alto Rio Novo,7836
3103,ES,Anchieta,29263
3104,ES,Apiacá,7567
3105,ES,Aracruz,101220
3106,ES,Atilio Vivacqua,11936
3107,ES,Baixo Guandu,30998
3108,ES,Barra de São Francisco,44650
3109,ES,Boa Esperança,15037
3110,ES,Bom Jesus do Norte,9936
3111,ES,Brejetuba,12404
3112,ES,Cachoeiro de Itapemirim,208972
3113,ES,Cariacica,381285
3114,ES,Castelo,37534
3115,ES,Colatina,122499
3116,ES,Conceição da Barra,31063
3117,ES,Conceição do Castelo,12723
3118,ES,Divino de São Lourenço,4304
3119,ES,Domingos Martins,33850
3120,ES,Dores do Rio Preto,6749
3121,ES,Ecoporanga,22923
3122,ES,Fundão,21509
3123,ES,Governador Lindenberg,12709
3124,ES,Guaçuí,30867
3125,ES,Guarapari,124859
3126,ES,Ibatiba,26082
3127,ES,Ibiraçu,12479
3128,ES,Ibitirama,8889
3129,ES,Iconha,13860
3130,ES,Irupi,13377
3131,ES,Itaguaçu,14066
3132,ES,Itapemirim,34348
3133,ES,Itarana,10555
3134,ES,Iúna,29161
3135,ES,Jaguaré,30477
3136,ES,Jerônimo Monteiro,12192
3137,ES,João Neiva,16668
3138,ES,Laranja da Terra,10947
3139,ES,Linhares,173555
3140,ES,Mantenópolis,15350
3141,ES,Marataízes,38499
3142,ES,Marechal Floriano,16694
3143,ES,Marilândia,12833
3144,ES,Mimoso do Sul,26153
3145,ES,Montanha,18833
3146,ES,Mucurici,5524
3147,ES,Muniz Freire,17465
3148,ES,Muqui,15449
3149,ES,Nova Venécia,50110
3150,ES,Pancas,23184
3151,ES,Pedro Canário,26184
3152,ES,Pinheiros,27047
3153,ES,Piúma,21711
3154,ES,Ponto Belo,7863
3155,ES,Presidente Kennedy,11574
3156,ES,Rio Bananal,19141
3157,ES,Rio Novo do Sul,11622
3158,ES,Santa Leopoldina,12224
3159,ES,Santa Maria de Jetibá,40431
3160,ES,Santa Teresa,23590
3161,ES,São Domingos do Norte,8638
3162,ES,São Gabriel da Palha,37947
3163,ES,São José do Calçado,10556
3164,ES,São Mateus,130611
3165,ES,São Roque do Canaã,12415
3166,ES,Serra,517510
3167,ES,Sooretama,30070
3168,ES,Vargem Alta,21402
3169,ES,Venda Nova do Imigrante,25277
3170,ES,Viana,78239
3171,ES,Vila Pavão,9208
3172,ES,Vila Valério,14080
3173,ES,Vila Velha,493838
3174,ES,Vitória,362097
3175,RJ,Angra dos Reis,203785
3176,RJ,Aperibé,11759
3177,RJ,Araruama,132400
3178,RJ,Areal,12572
3179,RJ,Armação dos Búzios,40532
3180,RJ,Arraial do Cabo,30349
3181,RJ,Barra do Piraí,100374
3182,RJ,Barra Mansa,184412
3183,RJ,Belford Roxo,510906
3184,RJ,Bom Jardim,27446
3185,RJ,Bom Jesus do Itabapoana,37096
3186,RJ,Cabo Frio,219863
3187,RJ,Cachoeiras de Macacu,58937
3188,RJ,Cambuci,15505
3189,RJ,Carapebus,16301
3190,RJ,Comendador Levy Gasparian,8561
3191,RJ,Campos dos Goytacazes,507548
3192,RJ,Cantagalo,20172
3193,RJ,Cardoso Moreira,12823
3194,RJ,Carmo,18895
3195,RJ,Casimiro de Abreu,44184
3196,RJ,Conceição de Macabu,23228
3197,RJ,Cordeiro,21926
3198,RJ,Duas Barras,11492
3199,RJ,Duque de Caxias,919596
3200,RJ,Engenheiro Paulo de Frontin,14002
3201,RJ,Guapimirim,60517
3202,RJ,Iguaba Grande,28310
3203,RJ,Itaboraí,240592
3204,RJ,Itaguaí,133019
3205,RJ,Italva,15207
3206,RJ,Itaocara,23234
3207,RJ,Itaperuna,103224
3208,RJ,Itatiaia,31805
3209,RJ,Japeri,104768
3210,RJ,Laje do Muriaé,7355
3211,RJ,Macaé,256672
3212,RJ,Macuco,5599
3213,RJ,Magé,245071
3214,RJ,Mangaratiba,44468
3215,RJ,Maricá,161207
3216,RJ,Mendes,18614
3217,RJ,Mesquita,176103
3218,RJ,Miguel Pereira,25538
3219,RJ,Miracema,27174
3220,RJ,Natividade,15317
3221,RJ,Nilópolis,162485
3222,RJ,Niterói,513584
3223,RJ,Nova Friburgo,190631
3224,RJ,Nova Iguaçu,821128
3225,RJ,Paracambi,52257
3226,RJ,Paraíba do Sul,44285
3227,RJ,Paraty,43165
3228,RJ,Paty do Alferes,27769
3229,RJ,Petrópolis,306191
3230,RJ,Pinheiral,25156
3231,RJ,Piraí,29277
3232,RJ,Porciúncula,18847
3233,RJ,Porto Real,19683
3234,RJ,Quatis,14302
3235,RJ,Queimados,150319
3236,RJ,Quissamã,24700
3237,RJ,Resende,131341
3238,RJ,Rio Bonito,60201
3239,RJ,Rio Claro,18529
3240,RJ,Rio das Flores,9284
3241,RJ,Rio das Ostras,150674
3242,RJ,Rio de Janeiro,6718903
3243,RJ,Santa Maria Madalena,10404
3244,RJ,Santo Antônio de Pádua,42479
3245,RJ,São Francisco de Itabapoana,42205
3246,RJ,São Fidélis,38669
3247,RJ,São Gonçalo,1084839
3248,RJ,São João da Barra,36102
3249,RJ,São João de Meriti,472406
3250,RJ,São José de Ubá,7171
3251,RJ,São José do Vale do Rio Preto,21795
3252,RJ,São Pedro da Aldeia,104476
3253,RJ,São Sebastião do Alto,9357
3254,RJ,Sapucaia,18228
3255,RJ,Saquarema,89170
3256,RJ,Seropédica,82312
3257,RJ,Silva Jardim,21774
3258,RJ,Sumidouro,15623
3259,RJ,Tanguá,34309
3260,RJ,Teresópolis,182594
3261,RJ,Trajano de Moraes,10626
3262,RJ,Três Rios,81804
3263,RJ,Valença,76523
3264,RJ,Varre-Sai,11000
3265,RJ,Vassouras,36896
3266,RJ,Volta Redonda,273012
3267,SP,Adamantina,35068
3268,SP,Adolfo,3562
3269,SP,Aguaí,36305
3270,SP,Águas da Prata,8180
3271,SP,Águas de Lindóia,18705
3272,SP,Águas de Santa Bárbara,6075
3273,SP,Águas de São Pedro,3451
3274,SP,Agudos,37214
3275,SP,Alambari,6025
3276,SP,Alfredo Marcondes,4166
3277,SP,Altair,4160
3278,SP,Altinópolis,16184
3279,SP,Alto Alegre,4099
3280,SP,Alumínio,18628
3281,SP,Álvares Florence,3679
3282,SP,Álvares Machado,24915
3283,SP,Álvaro de Carvalho,5227
3284,SP,Alvinlândia,3222
3285,SP,Americana,239597
3286,SP,Américo Brasiliense,40504
3287,SP,Américo de Campos,5969
3288,SP,Amparo,72195
3289,SP,Analândia,4995
3290,SP,Andradina,57157
3291,SP,Angatuba,25228
3292,SP,Anhembi,6724
3293,SP,Anhumas,4115
3294,SP,Aparecida,36157
3295,SP,Aparecida d'Oeste,4196
3296,SP,Apiaí,24374
3297,SP,Araçariguama,22364
3298,SP,Araçatuba,197016
3299,SP,Araçoiaba da Serra,34146
3300,SP,Aramina,5620
3301,SP,Arandu,6357
3302,SP,Arapeí,2469
3303,SP,Araraquara,236072
3304,SP,Araras,134236
3305,SP,Arco-Íris,1791
3306,SP,Arealva,8560
3307,SP,Areias,3886
3308,SP,Areiópolis,11129
3309,SP,Ariranha,9668
3310,SP,Artur Nogueira,54408
3311,SP,Arujá,89824
3312,SP,Aspásia,1822
3313,SP,Assis,104386
3314,SP,Atibaia,142761
3315,SP,Auriflama,15189
3316,SP,Avaí,5403
3317,SP,Avanhandava,13649
3318,SP,Avaré,90655
3319,SP,Bady Bassitt,17502
3320,SP,Balbinos,5735
3321,SP,Bálsamo,9068
3322,SP,Bananal,10945
3323,SP,Barão de Antonina,3469
3324,SP,Barbosa,7402
3325,SP,Bariri,35264
3326,SP,Barra Bonita,36126
3327,SP,Barra do Chapéu,5724
3328,SP,Barra do Turvo,7659
3329,SP,Barretos,122098
3330,SP,Barrinha,32812
3331,SP,Barueri,274182
3332,SP,Bastos,20953
3333,SP,Batatais,62508
3334,SP,Bauru,376818
3335,SP,Bebedouro,77496
3336,SP,Bento de Abreu,2980
3337,SP,Bernardino de Campos,11148
3338,SP,Bertioga,63249
3339,SP,Bilac,8034
3340,SP,Birigui,123638
3341,SP,Biritiba-Mirim,32598
3342,SP,Boa Esperança do Sul,14923
3343,SP,Bocaina,12329
3344,SP,Bofete,11730
3345,SP,Boituva,60997
3346,SP,Bom Jesus dos Perdões,25448
3347,SP,Bom Sucesso de Itararé,3954
3348,SP,Borá,837
3349,SP,Boracéia,4823
3350,SP,Borborema,16046
3351,SP,Borebi,2653
3352,SP,Botucatu,146497
3353,SP,Bragança Paulista,168668
3354,SP,Braúna,5686
3355,SP,Brejo Alegre,2865
3356,SP,Brodowski,24939
3357,SP,Brotas,24403
3358,SP,Buri,19878
3359,SP,Buritama,17144
3360,SP,Buritizal,4481
3361,SP,Cabrália Paulista,4264
3362,SP,Cabreúva,49707
3363,SP,Caçapava,94263
3364,SP,Cachoeira Paulista,33327
3365,SP,Caconde,18985
3366,SP,Cafelândia,17767
3367,SP,Caiabu,4191
3368,SP,Caieiras,101470
3369,SP,Caiuá,5874
3370,SP,Cajamar,76801
3371,SP,Cajati,28549
3372,SP,Cajobi,10542
3373,SP,Cajuru,26167
3374,SP,Campina do Monte Alegre,6024
3375,SP,Campinas,1204073
3376,SP,Campo Limpo Paulista,84650
3377,SP,Campos do Jordão,52088
3378,SP,Campos Novos Paulista,4965
3379,SP,Cananéia,12540
3380,SP,Canas,5138
3381,SP,Cândido Mota,31280
3382,SP,Cândido Rodrigues,2793
3383,SP,Canitar,5216
3384,SP,Capão Bonito,47138
3385,SP,Capela do Alto,20706
